customer_id,first_name,last_name,signup_date,region,acquisition_channel,email_opt_in,sms_opt_in,is_subscriber,lifetime_value_usd
C100873,Wes,Gray,2024-02-19,US-NY,tiktok,False,True,False,176.3
C100874,Quinn,Lund,2024-06-12,FR,email-referral,True,False,False,319.17
C100875,Hana,Khan,2024-11-27,US-NY,podcast,False,False,True,572.15
C100876,Yara,Patel,2025-01-11,FR,email-referral,True,False,False,331.42
C100877,Owen,Lopez,2024-08-18,US-CA,podcast,True,True,False,295.23
C100878,Hana,Silva,2024-06-19,US-TX,podcast,True,False,False,441.89
C100879,Priya,Gray,2024-10-02,US-NY,email-referral,True,False,True,227.15
C100880,Gus,Xu,2025-06-09,US-TX,organic,True,False,False,278.54
C100881,Mara,Patel,2026-02-12,US-IL,tiktok,True,True,True,410.24
C100882,Lila,Diaz,2025-07-25,CA,instagram,True,False,False,316.03
C100883,Aria,Lund,2024-09-29,DE,podcast,True,False,False,173.86
C100884,Cleo,Iqbal,2026-02-08,AU,tiktok,True,True,False,295.57
C100885,Uma,Vogel,2025-04-30,US-WA,google,False,False,False,210.5
C100886,Noah,Jain,2025-03-20,US-CA,google,True,True,False,386.02
C100887,Kira,Bauer,2026-05-02,US-CA,email-referral,True,False,False,236.97
C100888,Aria,Costa,2025-01-20,DE,google,True,True,False,34.76
C100889,Lila,Zhang,2024-05-07,US-IL,organic,True,False,True,367.75
C100890,Iris,Chen,2024-11-27,AU,podcast,True,True,False,218.88
C100891,Finn,Park,2024-04-07,US-NY,google,True,True,True,576.22
C100892,Elsa,Vance,2025-07-19,US-NY,google,True,True,True,262.34
C100893,Tara,Gray,2025-06-29,US-CA,podcast,True,True,False,424.3
C100894,Tara,Torres,2024-07-25,US-FL,email-referral,True,True,True,306.25
C100895,Priya,Ward,2024-04-07,US-NY,organic,True,True,True,425.47
C100896,Marco,Reyes,2025-09-04,CA,podcast,True,True,True,396.64
C100897,Cleo,Haas,2024-09-26,UK,instagram,True,False,False,357.3
C100898,Jack,Oduya,2024-08-19,UK,google,True,True,False,153.29
C100899,Noah,Torres,2024-12-05,DE,instagram,True,True,True,135.83
C100900,Eli,Torres,2024-03-31,FR,tiktok,False,False,False,109.58
C100901,Rosa,Patel,2025-07-18,AU,tiktok,True,True,False,88.04
C100902,Tara,Zhang,2025-02-16,DE,instagram,True,True,True,234.96
C100903,Pia,Zola,2025-07-07,US-NY,email-referral,True,False,False,106.9
C100904,Beau,Weber,2025-10-05,US-FL,podcast,False,True,True,253.41
C100905,Amara,Novak,2024-07-29,US-NY,google,False,False,False,688.59
C100906,Noah,Ueda,2025-08-23,CA,organic,True,False,False,504.66
C100907,Sage,Lopez,2024-05-11,DE,google,True,True,False,505.56
C100908,Omar,Iqbal,2024-06-06,US-FL,tiktok,False,True,False,416.24
C100909,Lila,Ward,2025-05-14,US-IL,organic,True,False,False,254.83
C100910,Kira,Young,2024-03-27,US-NY,tiktok,True,False,True,372.38
C100911,Mia,Nash,2026-02-08,US-CA,organic,False,False,True,410.78
C100912,Lena,Rossi,2025-03-17,US-NY,tiktok,True,False,False,75.39
C100913,Otis,Berg,2024-07-30,US-IL,podcast,True,False,True,464.13
C100914,Nadia,Klein,2025-02-01,UK,email-referral,True,True,True,227.55
C100915,Finn,Patel,2026-05-24,US-NY,podcast,True,False,True,305.94
C100916,Beau,Costa,2025-07-29,US-TX,podcast,True,True,True,729.3
C100917,Ken,Ortiz,2024-07-26,CA,podcast,True,False,True,297.44
C100918,Marco,Reyes,2024-07-18,US-TX,podcast,True,False,False,126.95
C100919,Owen,Ito,2024-03-20,AU,instagram,True,True,True,28.7
C100920,Kira,Costa,2026-01-17,UK,email-referral,True,True,False,187.08
C100921,Priya,Ito,2024-09-12,CA,email-referral,False,False,False,45.79
C100922,Owen,Lund,2025-09-12,US-WA,google,False,False,False,174.4
C100923,Milo,Reyes,2025-06-17,US-WA,tiktok,True,False,False,213.11
C100924,Otis,Rossi,2025-04-07,UK,tiktok,False,False,False,188.47
C100925,Hana,Torres,2025-07-11,AU,tiktok,True,False,False,43.75
C100926,Milo,Xu,2026-05-01,US-FL,podcast,True,False,True,334.91
C100927,Eli,Iqbal,2024-07-25,AU,email-referral,True,False,False,486.42
C100928,Wes,Novak,2025-02-11,FR,podcast,True,False,True,340.98
C100929,Amara,Khan,2026-03-15,US-NY,instagram,True,False,True,273.79
C100930,Iris,Shah,2026-05-17,UK,email-referral,True,True,False,139.73
C100931,Lila,Berg,2025-01-19,US-IL,email-referral,True,True,True,147.23
C100932,Rina,Klein,2025-01-30,DE,podcast,True,False,True,421.57
C100933,Sofia,Young,2025-04-23,CA,podcast,False,True,False,390.7
C100934,Iris,Moreau,2024-05-26,US-TX,instagram,True,True,False,398.42
C100935,Vera,Ueda,2025-09-08,CA,instagram,True,False,False,326.7
C100936,Elsa,Diaz,2024-07-18,US-NY,tiktok,True,False,False,72.27
C100937,Nadia,Patel,2026-04-30,US-NY,tiktok,True,True,False,160.01
C100938,Jack,Lopez,2026-03-27,US-IL,podcast,True,True,False,44.67
C100939,Nina,Owens,2026-02-07,FR,google,True,True,False,170.28
C100940,Nina,Ellis,2026-04-29,US-CA,tiktok,True,False,True,471.46
C100941,Nadia,Ferro,2024-06-17,AU,podcast,False,True,True,470.93
C100942,Yara,Ueda,2026-01-05,US-TX,email-referral,True,True,True,276.52
C100943,Lena,Ueda,2026-04-07,US-NY,tiktok,True,False,False,250.35
C100944,Drew,Hunt,2024-06-16,US-TX,instagram,True,False,False,104.26
C100945,Wes,Klein,2025-03-23,AU,email-referral,True,False,False,267.26
C100946,Iris,Vogel,2025-10-18,US-NY,podcast,True,False,False,242.39
C100947,Cleo,Diaz,2026-01-04,UK,organic,False,True,True,364.85
C100948,Finn,Patel,2025-03-16,US-WA,podcast,True,True,True,342.7
C100949,Uma,Jain,2025-07-22,AU,email-referral,False,False,False,189.95
C100950,Ivy,Quist,2024-07-08,US-CA,email-referral,True,False,False,70.92
C100951,Omar,Klein,2024-08-12,US-WA,tiktok,False,True,False,260.64
C100952,Faye,Lopez,2024-06-14,DE,google,False,False,False,239.25
C100953,Kira,Iqbal,2024-09-02,UK,tiktok,True,True,False,358.82
C100954,Priya,Gray,2025-04-14,US-FL,instagram,True,True,True,345.61
C100955,Sage,Ito,2025-11-09,US-CA,google,True,False,True,498.48
C100956,Aria,Gray,2026-01-09,FR,email-referral,True,False,False,228.03
C100957,Gus,Ward,2025-12-02,DE,podcast,False,False,True,322.88
C100958,Diego,Berg,2024-10-02,DE,google,True,False,False,281.98
C100959,Zoe,Torres,2025-11-30,FR,tiktok,True,False,True,955.68
C100960,Enzo,Ellis,2024-10-15,US-NY,instagram,True,False,False,21.39
C100961,Finn,Young,2026-01-13,US-CA,instagram,True,True,False,69.38
C100962,Ava,Tanaka,2025-06-08,UK,tiktok,True,False,False,139.61
C100963,Vera,Walsh,2024-02-13,US-WA,organic,True,True,False,73.86
C100964,Jude,Rossi,2024-12-29,CA,google,False,False,False,205.59
C100965,Priya,Nash,2026-01-15,US-TX,organic,False,True,False,182.66
C100966,Amara,Zhang,2024-07-22,US-NY,google,False,False,False,276.02
C100967,Wes,Owens,2025-07-07,FR,tiktok,False,False,False,200.64
C100968,Beau,Rossi,2025-05-14,US-FL,organic,True,True,False,149.62
C100969,Theo,Bauer,2024-07-23,CA,tiktok,True,False,True,421.53
C100970,Max,Park,2025-12-22,US-NY,organic,True,True,False,196.95
C100971,Lila,Walsh,2024-03-09,UK,organic,True,False,True,686.13
C100972,Wes,Haas,2025-10-19,UK,tiktok,True,True,False,69.69
C100973,Tess,Weber,2025-08-02,DE,organic,True,False,True,465.26
C100974,Rosa,Berg,2025-04-28,US-FL,instagram,False,True,True,502.76
C100975,Elsa,Zola,2025-06-05,UK,podcast,True,True,False,203.19
C100976,Sofia,Reyes,2025-11-27,UK,podcast,True,True,False,270.03
C100977,Zane,Weber,2026-02-26,US-WA,tiktok,True,False,False,194.56
C100978,Remy,Khan,2025-07-22,CA,email-referral,True,False,False,210.21
C100979,Tess,Zola,2026-04-12,US-WA,instagram,True,False,False,58.81
C100980,Owen,Jain,2026-02-18,US-FL,organic,True,True,True,353.14
C100981,Ivy,Young,2026-04-01,CA,email-referral,False,True,False,35.39
C100982,Tara,Tanaka,2025-03-19,US-WA,google,False,False,True,286.16
C100983,Aria,Yilmaz,2025-12-10,AU,organic,True,False,True,381.25
C100984,Nadia,Owens,2026-03-19,US-TX,email-referral,True,False,True,224.34
C100985,Milo,Ito,2025-09-10,US-WA,organic,True,True,False,347.51
C100986,Uma,Ortiz,2024-03-04,CA,podcast,True,True,False,204.71
C100987,Max,Khan,2024-04-09,AU,tiktok,True,False,False,230.85
C100988,Pavel,Kim,2024-10-24,CA,podcast,True,True,False,210.69
C100989,Rosa,Yilmaz,2024-03-30,US-IL,email-referral,True,False,True,293.48
C100990,Diego,Ueda,2026-03-16,US-WA,organic,True,False,False,134.54
C100991,Zoe,Xu,2024-10-23,US-TX,instagram,True,True,False,454.07
C100992,Faye,Yilmaz,2024-06-17,US-NY,podcast,True,True,False,94.18
C100993,Otis,Rossi,2024-04-02,US-TX,instagram,True,True,False,119.15
C100994,Nadia,Torres,2025-09-20,US-WA,organic,True,True,False,542.74
C100995,Beau,Kim,2025-08-23,US-FL,email-referral,True,False,False,102.18
C100996,Rina,Khan,2026-05-17,US-WA,podcast,True,False,False,132.02
C100997,Ken,Novak,2026-03-15,US-TX,organic,True,False,True,228.11
C100998,Finn,Khan,2025-01-14,CA,podcast,False,False,True,154.32
C100999,Zoe,Oduya,2025-11-27,US-WA,instagram,True,False,False,75.88
C101000,Wes,Mora,2025-02-04,DE,instagram,False,False,False,95.83
C101001,Tara,Vance,2024-02-21,US-CA,google,True,True,False,262.34
C101002,Finn,Torres,2025-09-15,US-TX,email-referral,True,False,True,323.34
C101003,Pia,Ortiz,2024-07-20,DE,organic,True,True,False,61.37
C101004,Faye,Berg,2026-05-18,US-CA,organic,True,True,False,354.13
C101005,Noah,Owens,2026-02-02,US-WA,podcast,True,False,False,83.37
C101006,Ava,Vogel,2024-04-11,US-CA,instagram,True,True,False,438.92
C101007,Gus,Iqbal,2024-12-27,DE,instagram,True,True,True,280.37
C101008,Sofia,Klein,2024-09-20,UK,podcast,True,False,False,74.79
C101009,Tess,Berg,2024-09-07,US-WA,email-referral,True,False,False,259.71
C101010,Hana,Ortiz,2024-04-14,US-IL,organic,True,False,True,452.35
C101011,Nadia,Lopez,2024-11-12,UK,tiktok,True,False,True,657.42
C101012,Rosa,Yilmaz,2026-03-20,US-WA,instagram,True,False,False,126.43
C101013,Otis,Berg,2026-01-21,US-NY,email-referral,True,False,False,77.79
C101014,Pavel,Jain,2024-10-22,UK,email-referral,True,True,False,23.49
C101015,Iris,Gray,2024-03-23,UK,google,True,False,False,165.7
C101016,Mara,Nash,2026-02-20,US-WA,google,True,False,True,197.8
C101017,Rosa,Chen,2026-06-09,US-TX,podcast,True,False,False,158.01
C101018,Milo,Kim,2025-10-03,US-IL,organic,True,False,False,35.39
C101019,Nora,Zola,2026-02-14,UK,tiktok,True,False,True,328.08
C101020,Quinn,Xu,2024-09-03,US-NY,google,True,True,False,515.04
C101021,Hana,Xu,2024-12-10,US-CA,instagram,True,False,True,641.51
C101022,Nico,Mora,2026-02-19,UK,organic,True,True,False,431.23
C101023,Diego,Rossi,2024-12-11,US-WA,google,True,False,False,198.73
C101024,Yara,Silva,2025-05-19,AU,podcast,True,False,True,360.21
C101025,Kira,Ortiz,2025-08-07,CA,tiktok,True,False,False,316.58
C101026,Sage,Ellis,2024-07-11,US-FL,tiktok,True,True,True,267.55
C101027,Noah,Vance,2026-04-03,FR,google,True,True,False,140.13
C101028,Marco,Bauer,2026-04-26,DE,organic,True,True,True,250.45
C101029,Yara,Chen,2024-03-30,FR,email-referral,True,False,False,337.71
C101030,Omar,Yilmaz,2024-10-21,US-CA,instagram,True,True,True,254.64
C101031,Pavel,Moreau,2025-03-16,UK,tiktok,True,True,True,301.73
C101032,Kira,Silva,2024-03-08,US-FL,organic,False,True,False,133.4
C101033,Finn,Reyes,2024-06-08,US-TX,google,True,True,False,174.42
C101034,Priya,Torres,2024-07-26,US-NY,podcast,False,False,False,246.26
C101035,Sage,Ellis,2026-05-26,US-IL,instagram,True,False,True,172.67
C101036,Jack,Lopez,2024-11-09,FR,organic,True,False,False,185.9
C101037,Leo,Zola,2024-05-22,US-WA,tiktok,True,True,False,172.47
C101038,Nora,Ferro,2026-04-12,US-WA,organic,True,False,False,24.87
C101039,Rosa,Young,2025-02-28,AU,instagram,True,False,True,80.18
C101040,Rina,Jain,2025-08-17,CA,instagram,True,True,True,294.04
C101041,Omar,Zola,2024-04-11,US-WA,instagram,True,False,True,503.51
C101042,Noah,Berg,2024-07-18,US-NY,tiktok,True,False,False,204.84
C101043,Otis,Ahmed,2024-07-02,US-NY,podcast,True,False,False,227.74
C101044,Liam,Nash,2025-05-03,UK,tiktok,False,True,False,83.95
C101045,Otis,Quist,2024-03-04,US-WA,instagram,True,True,False,279.75
C101046,Liam,Yilmaz,2025-04-16,FR,instagram,True,False,False,128.42
C101047,Gus,Oduya,2025-07-05,US-CA,podcast,True,False,False,222.57
C101048,Eli,Quist,2026-03-18,US-CA,email-referral,False,True,False,87.83
C101049,Tess,Berg,2025-09-18,DE,tiktok,False,False,False,259.42
C101050,Lena,Chen,2024-10-24,US-TX,tiktok,True,False,False,54.83
C101051,Noah,Torres,2025-04-23,US-CA,organic,True,True,False,50.39
C101052,Remy,Berg,2024-04-12,US-CA,podcast,True,False,True,336.38
C101053,Noah,Tanaka,2025-05-05,DE,podcast,True,True,False,43.5
C101054,Isla,Shah,2025-10-30,US-IL,podcast,True,False,True,235.14
C101055,Beau,Novak,2026-04-22,US-WA,email-referral,True,False,True,367.17
C101056,Iris,Ferro,2025-09-29,US-IL,organic,False,False,True,376.89
C101057,Omar,Walsh,2024-10-01,US-FL,instagram,True,False,False,106.69
C101058,Nina,Ueda,2024-07-12,FR,tiktok,True,False,True,499.6
C101059,Gus,Oduya,2024-08-19,US-IL,podcast,True,False,False,43.61
C101060,Omar,Shah,2026-01-14,US-NY,google,True,False,True,291.46
C101061,Theo,Ito,2025-06-16,US-WA,tiktok,True,False,True,676.95
C101062,Beau,Mora,2025-07-03,US-CA,tiktok,True,False,True,265.76
C101063,Owen,Ortiz,2026-05-17,UK,instagram,False,False,False,52.44
C101064,Marco,Novak,2025-11-29,UK,organic,True,False,True,432.88
C101065,Otis,Novak,2025-07-04,UK,email-referral,True,False,True,326.02
C101066,Priya,Park,2024-09-16,UK,organic,True,True,False,255.65
C101067,Uma,Ahmed,2025-06-19,US-TX,google,True,True,False,262.46
C101068,Rosa,Ferro,2024-11-09,US-TX,tiktok,True,True,True,741.42
C101069,Mia,Diaz,2025-02-04,DE,instagram,False,False,False,283.35
C101070,Rina,Vogel,2024-05-20,FR,tiktok,True,True,False,116.81
C101071,Lucy,Lopez,2026-01-03,US-CA,instagram,True,True,False,126.26
C101072,Hana,Lopez,2025-04-09,FR,tiktok,True,False,False,49.04
C101073,Jack,Lopez,2024-11-18,US-CA,email-referral,True,True,False,146.75
C101074,Milo,Lund,2025-09-01,US-IL,instagram,True,True,True,474.44
C101075,Iris,Zola,2024-08-25,CA,podcast,True,False,False,234.84
C101076,Pia,Jain,2025-02-28,FR,instagram,True,False,False,170.14
C101077,Ivy,Owens,2024-06-11,CA,tiktok,False,False,False,26.23
C101078,Rosa,Quist,2026-02-26,UK,instagram,True,True,False,184.17
C101079,Diego,Chen,2026-01-08,US-WA,tiktok,True,False,True,490.3
C101080,Lila,Nash,2025-03-08,CA,tiktok,False,False,False,139.55
C101081,Remy,Haas,2025-01-05,US-WA,google,True,False,False,72.25
C101082,Zane,Vance,2024-12-02,US-FL,email-referral,True,True,False,176.85
C101083,Cleo,Lund,2024-09-23,DE,instagram,True,True,False,138.52
C101084,Hana,Mora,2025-01-30,US-FL,email-referral,False,True,False,273.3
C101085,Owen,Owens,2024-02-15,US-WA,instagram,True,True,False,488.64
C101086,Cleo,Berg,2025-01-06,US-NY,email-referral,True,True,True,326.34
C101087,Lila,Patel,2024-04-15,UK,tiktok,True,False,False,365.74
C101088,Ivy,Zola,2025-01-13,DE,email-referral,True,False,False,445.6
C101089,Lila,Vance,2024-08-02,US-FL,tiktok,False,False,True,412.5
C101090,Tess,Jain,2025-12-29,US-NY,podcast,True,False,False,105.51
C101091,Hana,Kim,2024-07-14,UK,organic,True,False,False,206.66
C101092,Mara,Kim,2025-10-15,US-WA,email-referral,True,False,True,227.05
C101093,Owen,Zhang,2025-08-19,US-FL,google,True,False,True,161.15
C101094,Nico,Shah,2025-06-09,US-IL,google,False,False,False,131.16
C101095,Omar,Diaz,2025-06-04,US-TX,podcast,True,False,False,429.02
C101096,Liam,Lund,2024-07-10,US-TX,tiktok,True,False,False,115.38
C101097,Ruby,Ellis,2026-03-04,US-FL,tiktok,True,False,False,246.45
C101098,Rina,Ellis,2024-04-13,CA,podcast,True,True,True,354.34
C101099,Mara,Kim,2026-03-23,DE,instagram,True,True,True,341.83
C101100,Yara,Haas,2025-12-04,US-CA,instagram,True,False,False,197.79
C101101,Enzo,Oduya,2024-09-06,DE,organic,True,False,True,362.21
C101102,Aria,Reyes,2025-02-02,FR,instagram,True,True,True,469.2
C101103,Xena,Oduya,2025-07-13,US-IL,tiktok,False,False,True,443.59
C101104,Iris,Ward,2025-10-28,US-WA,organic,True,False,False,157.19
C101105,Uma,Ahmed,2026-02-12,DE,email-referral,True,True,False,46.12
C101106,Remy,Gray,2024-08-16,US-IL,google,True,False,False,107.16
C101107,Ken,Nash,2024-12-04,FR,tiktok,True,True,True,360.43
C101108,Isla,Bauer,2026-06-06,CA,google,True,False,True,64.58
C101109,Vera,Zola,2024-06-09,FR,instagram,True,True,False,47.78
C101110,Leo,Ward,2024-03-24,US-IL,organic,True,True,True,333.85
C101111,Kira,Rossi,2024-04-08,US-FL,email-referral,True,False,False,107.95
C101112,Remy,Patel,2026-04-30,UK,tiktok,True,True,False,58.03
C101113,Yara,Shah,2026-03-01,CA,tiktok,True,False,False,197.22
C101114,Owen,Lund,2026-01-18,CA,email-referral,False,True,False,332.14
C101115,Ken,Hunt,2024-04-13,US-FL,tiktok,True,False,False,222.74
C101116,Sofia,Zhang,2024-10-07,US-FL,tiktok,True,False,True,337.96
C101117,Zane,Iqbal,2024-06-18,US-WA,google,True,True,False,227.41
C101118,Gus,Ito,2024-11-08,UK,instagram,True,False,False,283.36
C101119,Ruby,Berg,2025-11-02,US-NY,instagram,True,False,False,288.64
C101120,Lucy,Costa,2026-05-16,US-WA,tiktok,True,True,False,201.97
C101121,Vera,Vogel,2026-01-05,US-FL,google,False,False,False,297.6
C101122,Kira,Iqbal,2024-09-18,CA,google,True,True,True,375.79
C101123,Nadia,Klein,2025-01-27,FR,tiktok,True,False,False,136.43
C101124,Wes,Lund,2026-04-06,US-CA,organic,True,False,True,326.37
C101125,Ken,Chen,2025-04-22,US-NY,instagram,True,False,False,389.12
C101126,Mia,Berg,2026-04-09,CA,google,True,False,True,300.13
C101127,Ken,Xu,2026-06-15,US-FL,tiktok,True,True,True,39.13
C101128,Remy,Mora,2026-03-17,US-WA,podcast,True,False,False,370.25
C101129,Sofia,Jain,2025-02-23,UK,email-referral,False,True,False,69.47
C101130,Omar,Nash,2024-05-27,DE,podcast,True,False,False,413.14
C101131,Gus,Ueda,2024-04-20,UK,instagram,True,True,False,27.78
C101132,Beau,Berg,2025-06-08,UK,organic,True,False,False,375.95
C101133,Enzo,Young,2025-04-21,US-TX,organic,True,False,False,178.29
C101134,Nico,Costa,2024-07-31,US-WA,instagram,True,False,False,201.65
C101135,Beau,Tanaka,2026-01-13,UK,organic,True,False,False,85.81
C101136,Tara,Mora,2025-10-18,FR,organic,True,True,False,416.81
C101137,Rosa,Silva,2025-06-24,UK,google,True,True,False,395.51
C101138,Jack,Young,2026-03-08,FR,google,False,True,False,219.06
C101139,Cleo,Patel,2025-11-26,CA,instagram,True,False,False,229.64
C101140,Jack,Torres,2025-07-08,UK,google,True,False,False,57.84
C101141,Hana,Silva,2025-11-15,DE,instagram,True,False,True,391.55
C101142,Nico,Tanaka,2025-11-04,FR,organic,True,True,False,67.32
C101143,Lena,Silva,2026-02-28,US-FL,google,True,False,False,453.93
C101144,Theo,Chen,2026-05-24,US-IL,instagram,True,True,False,175.43
C101145,Quinn,Ito,2026-04-11,UK,email-referral,True,False,False,319.12
C101146,Max,Lund,2024-06-17,US-FL,podcast,True,True,False,179.51
C101147,Kai,Costa,2026-04-24,AU,podcast,True,False,False,79.46
C101148,Rosa,Shah,2024-05-28,US-IL,email-referral,True,True,False,313.23
C101149,Mara,Ferro,2024-09-10,US-NY,google,True,False,False,238.03
C101150,Diego,Weber,2026-02-14,CA,tiktok,True,True,True,610.59
C101151,Theo,Xu,2024-04-23,US-CA,podcast,False,False,False,21.37
C101152,Rina,Yilmaz,2024-10-25,AU,podcast,True,False,False,59.54
C101153,Tara,Oduya,2026-01-02,UK,organic,True,False,False,460.3
C101154,Omar,Quist,2025-08-10,US-TX,podcast,False,False,True,503.32
C101155,Kira,Vance,2026-01-20,DE,email-referral,True,True,True,457.91
C101156,Owen,Chen,2025-11-16,US-IL,tiktok,True,True,False,172.78
C101157,Ruby,Park,2024-08-02,FR,podcast,True,True,False,173.95
C101158,Nina,Shah,2024-08-23,FR,email-referral,True,True,True,147.48
C101159,Marco,Chen,2026-01-24,CA,google,False,True,True,256.21
C101160,Sofia,Quist,2025-05-01,DE,google,True,False,True,80.68
C101161,Quinn,Park,2025-05-02,US-NY,organic,False,True,True,371.69
C101162,Gus,Owens,2026-06-02,DE,organic,True,True,True,684.99
C101163,Zoe,Zhang,2026-01-12,US-TX,google,True,True,False,50.83
C101164,Owen,Zhang,2026-03-27,UK,tiktok,True,False,False,113.42
C101165,Max,Jain,2025-12-14,US-NY,instagram,True,False,True,337.92
C101166,Lucy,Park,2025-06-10,US-NY,email-referral,True,True,False,207.73
C101167,Zoe,Torres,2025-09-15,UK,organic,True,True,False,261.14
C101168,Beau,Rossi,2024-12-30,AU,tiktok,True,True,False,241.72
C101169,Ivy,Walsh,2025-07-16,UK,podcast,True,False,True,184.18
C101170,Pia,Chen,2025-08-16,CA,instagram,True,False,True,243.72
C101171,Sofia,Jain,2025-05-19,US-TX,tiktok,True,False,False,88.23
C101172,Priya,Novak,2024-02-16,DE,organic,False,False,True,263.68
C101173,Isla,Oduya,2025-03-30,FR,organic,True,False,False,182.21
C101174,Owen,Silva,2025-06-06,US-CA,instagram,True,False,False,116.55
C101175,Milo,Yilmaz,2025-10-09,US-TX,google,True,False,False,156.16
C101176,Mara,Gray,2025-11-09,US-NY,instagram,True,False,True,114.09
C101177,Iris,Park,2026-03-31,AU,instagram,True,False,False,237.14
C101178,Nina,Zola,2024-07-22,US-FL,instagram,True,False,False,63.54
C101179,Owen,Ward,2025-07-03,AU,instagram,False,False,False,266.41
C101180,Tess,Silva,2026-02-11,US-WA,podcast,True,False,False,208.2
C101181,Mia,Park,2025-11-18,US-IL,instagram,True,False,True,393.03
C101182,Kira,Vogel,2024-07-27,US-IL,podcast,True,False,False,315.52
C101183,Ava,Iqbal,2025-04-01,US-CA,organic,True,False,False,66.59
C101184,Elsa,Novak,2024-06-25,US-FL,tiktok,True,True,True,222.27
C101185,Jude,Novak,2026-03-16,US-IL,email-referral,True,True,False,211.3
C101186,Leo,Zhang,2024-02-29,US-WA,email-referral,True,True,False,324.46
C101187,Elsa,Xu,2025-03-11,US-IL,google,True,False,False,147.49
C101188,Yara,Park,2025-01-12,US-TX,instagram,True,True,False,93.98
C101189,Quinn,Iqbal,2024-08-30,DE,tiktok,True,True,False,202.46
C101190,Remy,Quist,2025-03-12,US-IL,podcast,False,True,False,200.77
C101191,Faye,Oduya,2024-07-14,US-TX,tiktok,True,False,False,185.39
C101192,Mia,Haas,2024-06-16,DE,organic,True,True,False,148.52
C101193,Nora,Ito,2024-05-01,US-NY,organic,True,False,True,185.47
C101194,Drew,Mora,2024-08-21,US-WA,email-referral,True,True,True,322.96
C101195,Vera,Ortiz,2024-07-16,US-IL,email-referral,True,True,False,268.45
C101196,Kai,Ellis,2025-01-26,DE,email-referral,True,False,False,605.91
C101197,Nadia,Vance,2026-01-18,US-CA,google,True,True,False,350.32
C101198,Diego,Iqbal,2025-08-05,UK,google,True,True,False,308.35
C101199,Zane,Diaz,2024-07-08,DE,email-referral,True,False,False,70.98
C101200,Tess,Ito,2025-12-09,AU,email-referral,True,False,True,527.81
C101201,Drew,Zola,2024-03-19,FR,organic,True,False,False,434.42
C101202,Mara,Hunt,2024-04-01,US-TX,google,True,False,False,123.62
C101203,Isla,Nash,2026-03-27,CA,instagram,True,True,False,84.96
C101204,Sofia,Ortiz,2024-06-15,US-TX,instagram,False,False,False,257.96
C101205,Quinn,Novak,2026-05-05,DE,organic,True,False,False,125.71
C101206,Pia,Chen,2024-08-19,US-TX,organic,True,False,False,110.85
C101207,Isla,Owens,2024-10-21,US-FL,podcast,True,False,True,234.27
C101208,Milo,Shah,2025-06-08,AU,organic,True,False,False,24.56
C101209,Marco,Bauer,2025-03-23,US-IL,instagram,True,False,False,213.68
C101210,Liam,Moreau,2024-12-21,US-NY,organic,True,False,False,45.68
C101211,Hana,Torres,2024-02-28,US-CA,organic,True,False,True,227.21
C101212,Pavel,Ahmed,2024-08-10,US-NY,email-referral,True,True,False,203.15
C101213,Kira,Lund,2024-03-04,US-FL,tiktok,True,False,True,215.83
C101214,Theo,Walsh,2025-07-29,US-WA,email-referral,False,False,False,181.33
C101215,Theo,Chen,2026-03-25,US-IL,google,True,False,False,114.51
C101216,Jude,Patel,2024-08-01,US-IL,organic,True,True,False,240.83
C101217,Yara,Torres,2024-09-20,US-TX,podcast,True,False,False,144.83
C101218,Pia,Ito,2026-02-15,US-NY,instagram,True,True,True,130.46
C101219,Lucy,Ward,2024-03-12,US-FL,google,True,True,True,675.67
C101220,Enzo,Ellis,2025-07-11,US-NY,email-referral,True,False,False,116.27
C101221,Drew,Ahmed,2026-03-15,US-CA,podcast,True,False,False,41.84
C101222,Nadia,Zhang,2024-06-02,UK,organic,True,False,False,393.42
C101223,Finn,Owens,2024-04-17,US-IL,podcast,False,False,False,166.35
C101224,Beau,Klein,2024-07-11,US-NY,google,False,True,False,452.62
C101225,Wes,Torres,2025-06-23,US-CA,email-referral,True,True,True,738.35
C101226,Tara,Xu,2025-01-16,US-TX,tiktok,True,False,False,582.96
C101227,Ruby,Mora,2024-04-22,US-NY,organic,True,False,True,286.25
C101228,Ava,Mora,2026-03-21,US-FL,tiktok,False,False,True,566.35
C101229,Xena,Zola,2024-05-15,CA,email-referral,True,False,False,88.72
C101230,Rina,Ward,2025-01-19,US-TX,email-referral,True,False,False,437.84
C101231,Marco,Bauer,2024-03-04,US-TX,instagram,True,True,False,24.53
C101232,Uma,Shah,2025-07-12,US-CA,email-referral,True,False,False,181.13
C101233,Amara,Reyes,2024-08-22,UK,tiktok,True,False,False,107.69
C101234,Drew,Zola,2024-02-18,US-WA,organic,True,True,True,1017.08
C101235,Marco,Ellis,2025-03-17,US-FL,organic,True,False,True,241.98
C101236,Ruby,Ahmed,2024-09-03,DE,tiktok,True,False,False,264.87
C101237,Quinn,Owens,2025-06-13,US-FL,tiktok,False,False,False,202.14
C101238,Ivy,Walsh,2024-11-16,CA,podcast,True,False,False,75.06
C101239,Lila,Park,2025-04-04,US-FL,email-referral,True,True,False,236.74
C101240,Theo,Novak,2025-07-04,US-CA,google,True,True,False,31.11
C101241,Max,Vance,2024-05-29,DE,google,True,False,True,209.03
C101242,Mara,Silva,2025-09-02,US-CA,instagram,True,False,True,406.38
